Experiment conducted on: 2019-03-04 01:35:04
Experiment Results: 
0,0.7660813
0.2,0.5763389
0.51,0.4864049
0.88,0.5589942
1.23,0.3205311
1.77,0.07900404
2.12,0.4759806
2.59,1.001736
3.02,1.123924
3.39,1.273071
3.76,1.17633
4.11,1.041767
4.39,1.16647
4.65,0.9592229
4.92,0.09609297
5.19,1.588867
5.51,1.670116
5.83,0.9958926
6.15,0.3171102
6.48,0.6515552
6.8,0.8573133
7.11,0.6185705
7.54,0.8200743
7.97,1.051378
8.28,0.8291773
8.55,0.2625833
8.82,0.6521034
9.06,1.29608
9.26,0.6467459
9.45,0.3658359
9.63,0.6740102
9.81,0.2219042
9.97,0.6641069
10.1,1.502449
10.21,1.326241
10.33,0.8897408
10.47,0.4991179
10.62,0.5811338
10.81,0.588532
11.22,0.5054119
11.53,1.040744
11.77,1.085187
11.96,0.9469196
12.14,0.6267259
12.36,1.104224
12.64,1.538062
12.94,1.500675
13.22,1.133952
13.48,1.019914
13.73,0.1157869
13.96,0.3021045
14.25,0.5481375
14.75,0.5735894
15.15,1.966698
15.53,0.6557823
16.01,0.5041463
16.39,1.312241
16.68,0.7059452
17.04,0.5162975
17.42,0.8611487
17.79,0.8216464
18.09,0.3997445
18.47,0.4889169
18.91,0.1333452
19.29,0.4331932
19.62,0.9030704
19.96,0.9390276
20.34,0.1461196
20.73,0.9487596
21.14,1.582023
21.41,1.234567
21.66,0.9170133
22,0.5275437
22.49,0.7938644
22.73,0.8532456
22.89,1.274693
23.01,0.9376539
23.15,0.8649313
23.36,1.191985
23.75,1.162547
24.45,1.254452
25.35,0.4562728
25.81,0.8343124
26.27,0.3778288
26.75,0.9018189
27.47,0.787701
27.82,1.385078
28.07,0.8060873
28.29,0.7165784
28.54,0.8765376
28.83,1.221651
29.26,1.531909
29.7,0.7008324
29.99,0.7524605
30.28,0.6507733
30.67,0.5338997
31.26,1.68507
31.63,1.781696
31.88,0.5611768
32.07,0.4987618
32.24,0.6355444
32.43,1.34001
32.64,0.738148
32.9,0.4372235
33.28,0.9563171
33.74,1.047968
34.17,0.4281646
34.58,1.450091
35.04,2.362975
35.34,1.744141
35.61,0.5223671
35.9,0.7530609
36.29,1.872124
36.79,0.03087804
37.17,0.05394071
37.5,0.8201283
37.93,0.557409
38.46,0.28337
38.83,1.042776
39.19,0.6838179
39.49,0.5762971
39.77,0.5262442
40.06,0.1677714
40.35,0.2871236
40.66,0.7455702
41.19,0.7425256
41.61,0.5764364
41.94,1.085485
42.2,0.9786493
42.43,0.6093669
42.67,0.06003427
42.98,0.8209042
43.5,1.328968
43.97,0.5795209
44.27,0.2978732
44.52,0.4400195
44.77,0.2486676
45.06,0.8054196
45.28,0.1803287
45.47,0.4003537
45.69,0.201976
45.96,0.2484694
46.38,1.756818
46.8,1.481803
47.11,0.8706954
47.36,1.075509
47.6,0.6168101
47.87,0.4670868
48.12,0.7899013
48.38,1.452059
48.72,0.5816213
49.18,1.819624
49.76,1.229227
50.4,0.6312162
50.82,0.7308655
51.3,1.029952
51.64,0.4285316
52.15,0.1407353
52.79,0.5944512
53.24,1.121647
53.64,1.560721
53.98,0.4098116
54.31,0.2979728
54.72,0.6080608
55.37,1.526088
56.07,1.25326
56.6,0.3564051
56.94,0.06089528
57.23,1.147204
57.66,0.7142991
58.2,1.127413
58.54,0.9512182
59.02,1.475163
59.52,0.9891792
60.05,1.00474
60.71,0.8586427
61.2,0.5547743
61.62,0.4432331
62,0.3216611
62.36,0.7836518
62.7,0.6816303
62.97,0.4872912
63.22,0.9714962
63.49,0.5552824
63.86,0.4986292
64.42,0.4423988
64.86,0.5445167
65.26,1.233612
65.85,0.172781
66.24,1.443642
66.74,1.025859
67.31,0.4901118
67.83,0.2853442
68.48,0.4698084
69,1.091588
69.67,0.7615991
70.09,0.8658285
70.45,0.5785655
70.79,1.084048

Total collisions made with walls: 0.
0,2.625653
0.17,0.1798691
0.55,0.3514631
