Experiment conducted on: 2019-03-04 12:30:46
Experiment Results: 
0,0.4097263
0.17,0.123791
0.46,0.1857865
0.84,0.1265565
1.2,0.1478589
1.73,0.4566051
2.16,0.8837575
2.8,1.298767
3.13,1.203926
3.17,1.187922
3.17,1.187888
3.17,1.187888
3.17,1.187888
3.17,1.187907
3.21,1.141583
3.37,0.9678223
3.63,0.7676293
3.96,0.962068
4.29,1.346337
4.55,1.455204
4.8,0.7010013
5.09,1.270688
5.4,1.887011
5.7,1.847434
6,1.490782
6.3,1.057803
6.61,1.040777
6.93,1.068727
7.3,1.176786
7.79,1.64842
8.16,1.951443
8.43,1.111341
8.65,0.2908848
8.87,0.5597876
9.11,1.244889
9.31,0.7354956
9.49,0.4817812
9.64,0.3124519
9.79,0.378798
9.92,0.7082053
10.05,1.731231
10.18,2.068326
10.31,1.771026
10.45,1.564999
10.6,1.424464
10.78,1.222855
11.12,0.463139
11.47,1.07
11.72,1.356473
11.92,1.397504
12.08,1.686312
12.28,2.222671
12.51,2.644822
12.79,2.641742
13.09,1.765984
13.34,1.401184
13.58,1.276577
13.82,1.142166
14.05,0.8382251
14.39,0.746156
14.81,0.7133883
15.14,2.059292
15.51,1.2606
15.96,0.8801001
16.34,1.539071
16.6,1.923171
16.87,1.609076
17.27,0.1225751
17.71,0.4265408
18.03,0.08475348
18.36,0.4496464
18.76,0.6510947
19.11,1.525557
19.44,1.372047
19.76,0.9229301
20.14,0.8078027
20.52,1.323971
20.87,1.883931
21.17,1.909562
21.4,1.595302
21.63,1.625329
21.88,1.231038
22.26,0.8174237
22.61,1.857713
22.81,0.9951155
22.95,0.8208303
23.08,1.085108
23.24,0.8317897
23.51,1.077026
24.1,1.354492
24.83,1.310212
25.59,2.180758
26.08,0.1605543
26.58,0.7305984
27.3,0.2456401
27.66,0.7924364
27.92,1.357338
28.15,0.7870777
28.38,0.5044723
28.64,1.626095
28.94,1.78098
29.33,1.72934
29.69,2.466229
29.96,2.076661
30.21,0.6609212
30.51,0.1238462
30.96,0.7804468
31.43,0.3490793
31.71,0.8170627
31.92,0.8130232
32.08,0.1284643
32.23,0.370741
32.39,1.442601
32.56,2.115347
32.77,1.633779
33.04,1.253258
33.41,1.610175
33.81,1.689248
34.14,2.204634
34.44,1.490587
34.75,0.1260049
35.13,1.11659
35.48,0.374411
35.79,0.1972217
36.12,1.735603
36.59,0.927234
37.02,0.6782452
37.37,0.6086074
37.75,1.519702
38.33,2.556399
38.71,2.576073
39.03,1.504979
39.29,1.218953
39.51,2.185415
39.73,2.781181
39.97,2.003612
40.22,0.7319911
40.47,0.1690623
40.73,0.4455612
41.13,0.3379224
41.47,0.5583769
41.75,0.2941126
42.01,0.8091244
42.23,1.249314
42.44,0.9643313
42.66,0.1437874
42.9,0.6964881
43.19,0.6152654
43.56,1.179118
43.89,0.7597619
44.14,0.3791283
44.34,0.7049874
44.54,1.627963
44.73,1.779899
44.92,1.638385
45.16,0.9836847
45.35,0.7846276
45.53,1.301546
45.74,1.650429
45.99,1.663666
46.39,1.886268
46.9,1.238289
47.19,1.125594
47.4,1.414452
47.6,1.404919
47.8,0.9470869
48.01,0.1592788
48.27,0.7083311
48.61,0.241646
49.01,0.896111
49.5,1.90772
50.03,0.7567095
50.58,1.29085
51.17,0.841402
51.53,0.3882022
51.89,0.1827367
52.47,0.1776786
52.99,0.8127167
53.42,0.9901245
53.8,1.13471
54.12,0.780313
54.47,0.4467549
54.92,0.09938584
55.62,0.823579
56.23,1.682738
56.72,0.7656214
56.99,0.2504365
57.23,0.8029275
57.54,1.196061
57.95,1.8218
58.31,1.262729
58.55,1.225615
58.87,1.856228
59.38,1.776667
59.72,0.6142588
60.31,0.8013326
60.76,0.7018066
61.15,0.3840781
61.5,0.5526925
61.83,0.09380002
62.15,0.9192395
62.47,1.622529
62.74,1.803973
62.97,1.494433
63.17,1.18548
63.41,1.696389
63.7,2.207655
64.09,1.691393
64.49,1.27273
64.82,0.8065973
65.09,0.2759361
65.54,1.888788
65.97,2.577897
66.31,1.927096
66.7,0.278667
67.13,0.779732
67.54,0.8269741
68.01,0.4332474
68.6,1.463844
69.07,1.291243
69.73,0.8452221
70.06,0.2584006
70.37,0.7397637
70.69,0.5622491
70.92,0.7483212

Total collisions made with walls: 0.
0.03,0.6278767
0.3,1.080539
0.76,1.813382
1.19,1.601561
1.88,0.7485863
2.49,0.3126008
3.14,0.3333974
3.67,0.04610901
4.14,0.678035
4.49,1.168993
4.81,0.7398701
5.2,1.586757
5.6,1.332709
5.96,1.024904
6.32,1.462206
6.69,1.794847
7.02,1.394158
7.44,1.295526
7.91,0.834956
8.22,0.9741508
8.48,1.402024
8.74,1.334285
9.03,0.07173096
9.32,0.2390209
9.54,0.2578473
9.72,0.2146373
9.88,0.8224555
